chr1A	0	5000000	1	.	+	0.0157552
chr1A	5000000	10000000	2	.	+	0.0174414
chr1A	10000000	15000000	3	.	+	0.0191878
chr1A	15000000	20000000	4	.	+	0.0149536
chr1A	20000000	25000000	5	.	+	0.0177390
chr1A	25000000	30000000	6	.	+	0.0104196
chr1A	30000000	35000000	7	.	+	0.0129668
chr1A	35000000	40000000	8	.	+	0.0091998
chr1A	40000000	45000000	9	.	+	0.0141728
chr1A	45000000	50000000	10	.	+	0.0116758
chr1A	50000000	55000000	11	.	+	0.0194328
chr1A	55000000	60000000	12	.	+	0.0115294
chr1A	60000000	65000000	13	.	+	0.0123320
chr1A	65000000	70000000	14	.	+	0.0130838
chr1A	70000000	75000000	15	.	+	0.0106922
chr1A	75000000	80000000	16	.	+	0.0094112
chr1A	80000000	85000000	17	.	+	0.0080920
chr1A	85000000	90000000	18	.	+	0.0114624
chr1A	90000000	95000000	19	.	+	0.0080110
chr1A	95000000	100000000	20	.	+	0.0116050
chr1A	100000000	105000000	21	.	+	0.0103002
chr1A	105000000	110000000	22	.	+	0.0108888
chr1A	110000000	115000000	23	.	+	0.0073408
chr1A	115000000	120000000	24	.	+	0.0066782
chr1A	120000000	125000000	25	.	+	0.0073568
chr1A	125000000	130000000	26	.	+	0.0075828
chr1A	130000000	135000000	27	.	+	0.0053004
chr1A	135000000	140000000	28	.	+	0.0085460
chr1A	140000000	145000000	29	.	+	0.0081310
chr1A	145000000	150000000	30	.	+	0.0101612
chr1A	150000000	155000000	31	.	+	0.0105326
chr1A	155000000	160000000	32	.	+	0.0074390
chr1A	160000000	165000000	33	.	+	0.0077372
chr1A	165000000	170000000	34	.	+	0.0053328
chr1A	170000000	175000000	35	.	+	0.0070344
chr1A	175000000	180000000	36	.	+	0.0069524
chr1A	180000000	185000000	37	.	+	0.0069636
chr1A	185000000	190000000	38	.	+	0.0075856
chr1A	190000000	195000000	39	.	+	0.0044372
chr1A	195000000	200000000	40	.	+	0.0015516
chr1A	200000000	205000000	41	.	+	0.0036382
chr1A	205000000	210000000	42	.	+	0.0043172
chr1A	210000000	215000000	43	.	+	0.0031966
chr1A	215000000	220000000	44	.	+	0.0014478
chr1A	220000000	225000000	45	.	+	0.0033468
chr1A	225000000	230000000	46	.	+	0.0074338
chr1A	230000000	235000000	47	.	+	0.0108374
chr1A	235000000	240000000	48	.	+	0.0049940
chr1A	240000000	245000000	49	.	+	0.0094528
chr1A	245000000	250000000	50	.	+	0.0118854
chr1A	250000000	255000000	51	.	+	0.0070228
chr1A	255000000	260000000	52	.	+	0.0105086
chr1A	260000000	265000000	53	.	+	0.0121810
chr1A	265000000	270000000	54	.	+	0.0103268
chr1A	270000000	275000000	55	.	+	0.0075104
chr1A	275000000	280000000	56	.	+	0.0087970
chr1A	280000000	285000000	57	.	+	0.0100542
chr1A	285000000	290000000	58	.	+	0.0098234
chr1A	290000000	295000000	59	.	+	0.0097790
chr1A	295000000	300000000	60	.	+	0.0110358
chr1A	300000000	305000000	61	.	+	0.0121996
chr1A	305000000	310000000	62	.	+	0.0105880
chr1A	310000000	315000000	63	.	+	0.0084438
chr1A	315000000	320000000	64	.	+	0.0067230
chr1A	320000000	325000000	65	.	+	0.0094504
chr1A	325000000	330000000	66	.	+	0.0096780
chr1A	330000000	335000000	67	.	+	0.0091750
chr1A	335000000	340000000	68	.	+	0.0065910
chr1A	340000000	345000000	69	.	+	0.0080306
chr1A	345000000	350000000	70	.	+	0.0095344
chr1A	350000000	355000000	71	.	+	0.0085896
chr1A	355000000	360000000	72	.	+	0.0071074
