chr1B	0	5000000	1	.	+	394
chr1B	5000000	10000000	2	.	+	589
chr1B	10000000	15000000	3	.	+	328
chr1B	15000000	20000000	4	.	+	476
chr1B	20000000	25000000	5	.	+	311
chr1B	25000000	30000000	6	.	+	320
chr1B	30000000	35000000	7	.	+	337
chr1B	35000000	40000000	8	.	+	399
chr1B	40000000	45000000	9	.	+	326
chr1B	45000000	50000000	10	.	+	240
chr1B	50000000	55000000	11	.	+	304
chr1B	55000000	60000000	12	.	+	297
chr1B	60000000	65000000	13	.	+	270
chr1B	65000000	70000000	14	.	+	230
chr1B	70000000	75000000	15	.	+	174
chr1B	75000000	80000000	16	.	+	150
chr1B	80000000	85000000	17	.	+	125
chr1B	85000000	90000000	18	.	+	179
chr1B	90000000	95000000	19	.	+	216
chr1B	95000000	100000000	20	.	+	237
chr1B	100000000	105000000	21	.	+	268
chr1B	105000000	110000000	22	.	+	179
chr1B	110000000	115000000	23	.	+	194
chr1B	115000000	120000000	24	.	+	214
chr1B	120000000	125000000	25	.	+	249
chr1B	125000000	130000000	26	.	+	185
chr1B	130000000	135000000	27	.	+	290
chr1B	135000000	140000000	28	.	+	182
chr1B	140000000	145000000	29	.	+	204
chr1B	145000000	150000000	30	.	+	232
chr1B	150000000	155000000	31	.	+	187
chr1B	155000000	160000000	32	.	+	181
chr1B	160000000	165000000	33	.	+	200
chr1B	165000000	170000000	34	.	+	199
chr1B	170000000	175000000	35	.	+	230
chr1B	175000000	180000000	36	.	+	179
chr1B	180000000	185000000	37	.	+	168
chr1B	185000000	190000000	38	.	+	140
chr1B	190000000	195000000	39	.	+	172
chr1B	195000000	200000000	40	.	+	198
chr1B	200000000	205000000	41	.	+	161
chr1B	205000000	210000000	42	.	+	152
chr1B	210000000	215000000	43	.	+	111
chr1B	215000000	220000000	44	.	+	97
chr1B	220000000	225000000	45	.	+	133
chr1B	225000000	230000000	46	.	+	156
chr1B	230000000	235000000	47	.	+	141
chr1B	235000000	240000000	48	.	+	114
chr1B	240000000	245000000	49	.	+	35
chr1B	245000000	250000000	50	.	+	84
chr1B	250000000	255000000	51	.	+	130
chr1B	255000000	260000000	52	.	+	114
chr1B	260000000	265000000	53	.	+	155
chr1B	265000000	270000000	54	.	+	140
chr1B	270000000	275000000	55	.	+	158
chr1B	275000000	280000000	56	.	+	171
chr1B	280000000	285000000	57	.	+	141
chr1B	285000000	290000000	58	.	+	130
chr1B	290000000	295000000	59	.	+	119
chr1B	295000000	300000000	60	.	+	177
chr1B	300000000	305000000	61	.	+	164
chr1B	305000000	310000000	62	.	+	208
chr1B	310000000	315000000	63	.	+	193
chr1B	315000000	320000000	64	.	+	158
chr1B	320000000	325000000	65	.	+	147
chr1B	325000000	330000000	66	.	+	216
chr1B	330000000	335000000	67	.	+	181
chr1B	335000000	340000000	68	.	+	146
chr1B	340000000	345000000	69	.	+	150
chr1B	345000000	350000000	70	.	+	188
chr1B	350000000	355000000	71	.	+	185
chr1B	355000000	360000000	72	.	+	166
chr1B	360000000	365000000	73	.	+	234
chr1B	365000000	370000000	74	.	+	167
chr1B	370000000	375000000	75	.	+	184
chr1B	375000000	380000000	76	.	+	157
chr1B	380000000	385000000	77	.	+	128
chr1B	385000000	390000000	78	.	+	172
chr1B	390000000	395000000	79	.	+	182
chr1B	395000000	400000000	80	.	+	160
chr1B	400000000	405000000	81	.	+	222
chr1B	405000000	410000000	82	.	+	167
chr1B	410000000	415000000	83	.	+	191
chr1B	415000000	420000000	84	.	+	198
chr1B	420000000	425000000	85	.	+	196
chr1B	425000000	430000000	86	.	+	251
chr1B	430000000	435000000	87	.	+	184
chr1B	435000000	440000000	88	.	+	158
chr1B	440000000	445000000	89	.	+	198
chr1B	445000000	450000000	90	.	+	220
chr1B	450000000	455000000	91	.	+	223
chr1B	455000000	460000000	92	.	+	210
chr1B	460000000	465000000	93	.	+	186
chr1B	465000000	470000000	94	.	+	166
chr1B	470000000	475000000	95	.	+	190
chr1B	475000000	480000000	96	.	+	176
chr1B	480000000	485000000	97	.	+	231
chr1B	485000000	490000000	98	.	+	257
chr1B	490000000	495000000	99	.	+	230
chr1B	495000000	500000000	100	.	+	211
chr1B	500000000	505000000	101	.	+	200
chr1B	505000000	510000000	102	.	+	169
chr1B	510000000	515000000	103	.	+	195
chr1B	515000000	520000000	104	.	+	155
chr1B	520000000	525000000	105	.	+	265
chr1B	525000000	530000000	106	.	+	248
chr1B	530000000	535000000	107	.	+	289
chr1B	535000000	540000000	108	.	+	263
chr1B	540000000	545000000	109	.	+	240
chr1B	545000000	550000000	110	.	+	202
chr1B	550000000	555000000	111	.	+	266
chr1B	555000000	560000000	112	.	+	234
chr1B	560000000	565000000	113	.	+	363
chr1B	565000000	570000000	114	.	+	217
chr1B	570000000	575000000	115	.	+	314
chr1B	575000000	580000000	116	.	+	273
chr1B	580000000	585000000	117	.	+	224
chr1B	585000000	590000000	118	.	+	254
chr1B	590000000	595000000	119	.	+	322
chr1B	595000000	600000000	120	.	+	240
chr1B	600000000	605000000	121	.	+	231
chr1B	605000000	610000000	122	.	+	213
chr1B	610000000	615000000	123	.	+	233
chr1B	615000000	620000000	124	.	+	292
chr1B	620000000	625000000	125	.	+	307
chr1B	625000000	630000000	126	.	+	309
chr1B	630000000	635000000	127	.	+	317
chr1B	635000000	640000000	128	.	+	267
chr1B	640000000	645000000	129	.	+	323
chr1B	645000000	650000000	130	.	+	316
chr1B	650000000	655000000	131	.	+	305
chr1B	655000000	660000000	132	.	+	391
chr1B	660000000	665000000	133	.	+	293
chr1B	665000000	670000000	134	.	+	398
chr1B	670000000	675000000	135	.	+	393
chr1B	675000000	680000000	136	.	+	345
chr1B	680000000	685000000	137	.	+	323
chr1B	685000000	689851870	138	.	+	183
