chr1B	0	5000000	120	.	+	0.0116648
chr1B	5000000	10000000	121	.	+	0.0146842
chr1B	10000000	15000000	122	.	+	0.0138128
chr1B	15000000	20000000	123	.	+	0.0115768
chr1B	20000000	25000000	124	.	+	0.0137302
chr1B	25000000	30000000	125	.	+	0.0113786
chr1B	30000000	35000000	126	.	+	0.0108940
chr1B	35000000	40000000	127	.	+	0.0096072
chr1B	40000000	45000000	128	.	+	0.0124962
chr1B	45000000	50000000	129	.	+	0.0122564
chr1B	50000000	55000000	130	.	+	0.0098314
chr1B	55000000	60000000	131	.	+	0.0091456
chr1B	60000000	65000000	132	.	+	0.0126032
chr1B	65000000	70000000	133	.	+	0.0105170
chr1B	70000000	75000000	134	.	+	0.0083804
chr1B	75000000	80000000	135	.	+	0.0028206
chr1B	80000000	85000000	136	.	+	0.0024052
chr1B	85000000	90000000	137	.	+	0.0063826
chr1B	90000000	95000000	138	.	+	0.0054606
chr1B	95000000	100000000	139	.	+	0.0089918
chr1B	100000000	105000000	140	.	+	0.0085644
chr1B	105000000	110000000	141	.	+	0.0088710
chr1B	110000000	115000000	142	.	+	0.0090508
chr1B	115000000	120000000	143	.	+	0.0076818
chr1B	120000000	125000000	144	.	+	0.0086368
chr1B	125000000	130000000	145	.	+	0.0092548
chr1B	130000000	135000000	146	.	+	0.0074270
chr1B	135000000	140000000	147	.	+	0.0075676
chr1B	140000000	145000000	148	.	+	0.0072046
chr1B	145000000	150000000	149	.	+	0.0062202
chr1B	150000000	155000000	150	.	+	0.0064600
chr1B	155000000	160000000	151	.	+	0.0063652
chr1B	160000000	165000000	152	.	+	0.0057002
chr1B	165000000	170000000	153	.	+	0.0078880
chr1B	170000000	175000000	154	.	+	0.0042832
chr1B	175000000	180000000	155	.	+	0.0059786
chr1B	180000000	185000000	156	.	+	0.0084820
chr1B	185000000	190000000	157	.	+	0.0057630
chr1B	190000000	195000000	158	.	+	0.0055490
chr1B	195000000	200000000	159	.	+	0.0025198
chr1B	200000000	205000000	160	.	+	0.0038744
chr1B	205000000	210000000	161	.	+	0.0036860
chr1B	210000000	215000000	162	.	+	0.0035838
chr1B	215000000	220000000	163	.	+	0.0030922
chr1B	220000000	225000000	164	.	+	0.0048380
chr1B	225000000	230000000	165	.	+	0.0049866
chr1B	230000000	235000000	166	.	+	0.0053742
chr1B	235000000	240000000	167	.	+	0.0012164
chr1B	240000000	245000000	168	.	+	0.0033168
chr1B	245000000	250000000	169	.	+	0.0028612
chr1B	250000000	255000000	170	.	+	0.0023618
chr1B	255000000	260000000	171	.	+	0.0027624
chr1B	260000000	265000000	172	.	+	0.0050998
chr1B	265000000	270000000	173	.	+	0.0066448
chr1B	270000000	275000000	174	.	+	0.0065190
chr1B	275000000	280000000	175	.	+	0.0041474
chr1B	280000000	285000000	176	.	+	0.0039240
chr1B	285000000	290000000	177	.	+	0.0036590
chr1B	290000000	295000000	178	.	+	0.0021488
chr1B	295000000	300000000	179	.	+	0.0060258
chr1B	300000000	305000000	180	.	+	0.0064656
chr1B	305000000	310000000	181	.	+	0.0058410
chr1B	310000000	315000000	182	.	+	0.0062530
chr1B	315000000	320000000	183	.	+	0.0063688
chr1B	320000000	325000000	184	.	+	0.0085168
chr1B	325000000	330000000	185	.	+	0.0070462
chr1B	330000000	335000000	186	.	+	0.0069152
chr1B	335000000	340000000	187	.	+	0.0066650
chr1B	340000000	345000000	188	.	+	0.0046626
chr1B	345000000	350000000	189	.	+	0.0047930
chr1B	350000000	355000000	190	.	+	0.0050356
chr1B	355000000	360000000	191	.	+	0.0082572
chr1B	360000000	365000000	192	.	+	0.0067856
chr1B	365000000	370000000	193	.	+	0.0075814
chr1B	370000000	375000000	194	.	+	0.0051784
chr1B	375000000	380000000	195	.	+	0.0054694
chr1B	380000000	385000000	196	.	+	0.0059008
chr1B	385000000	390000000	197	.	+	0.0051388
chr1B	390000000	395000000	198	.	+	0.0066014
chr1B	395000000	400000000	199	.	+	0.0106864
chr1B	400000000	405000000	200	.	+	0.0091560
chr1B	405000000	410000000	201	.	+	0.0076858
chr1B	410000000	415000000	202	.	+	0.0064242
chr1B	415000000	420000000	203	.	+	0.0053962
chr1B	420000000	425000000	204	.	+	0.0050184
chr1B	425000000	430000000	205	.	+	0.0060526
chr1B	430000000	435000000	206	.	+	0.0055438
chr1B	435000000	440000000	207	.	+	0.0113684
chr1B	440000000	445000000	208	.	+	0.0077306
chr1B	445000000	450000000	209	.	+	0.0072520
chr1B	450000000	455000000	210	.	+	0.0073638
chr1B	455000000	460000000	211	.	+	0.0083924
chr1B	460000000	465000000	212	.	+	0.0061864
chr1B	465000000	470000000	213	.	+	0.0052606
chr1B	470000000	475000000	214	.	+	0.0083410
chr1B	475000000	480000000	215	.	+	0.0119530
chr1B	480000000	485000000	216	.	+	0.0078426
chr1B	485000000	490000000	217	.	+	0.0067220
chr1B	490000000	495000000	218	.	+	0.0113474
chr1B	495000000	500000000	219	.	+	0.0093478
chr1B	500000000	505000000	220	.	+	0.0101900
chr1B	505000000	510000000	221	.	+	0.0087898
chr1B	510000000	515000000	222	.	+	0.0092490
chr1B	515000000	520000000	223	.	+	0.0076890
chr1B	520000000	525000000	224	.	+	0.0060194
chr1B	525000000	530000000	225	.	+	0.0083754
chr1B	530000000	535000000	226	.	+	0.0101802
chr1B	535000000	540000000	227	.	+	0.0142806
chr1B	540000000	545000000	228	.	+	0.0116004
chr1B	545000000	550000000	229	.	+	0.0086556
chr1B	550000000	555000000	230	.	+	0.0065198
chr1B	555000000	560000000	231	.	+	0.0123502
chr1B	560000000	565000000	232	.	+	0.0097338
chr1B	565000000	570000000	233	.	+	0.0153460
chr1B	570000000	575000000	234	.	+	0.0098126
chr1B	575000000	580000000	235	.	+	0.0098964
chr1B	580000000	585000000	236	.	+	0.0141002
chr1B	585000000	590000000	237	.	+	0.0075344
chr1B	590000000	595000000	238	.	+	0.0133318
chr1B	595000000	600000000	239	.	+	0.0099364
chr1B	600000000	605000000	240	.	+	0.0129080
chr1B	605000000	610000000	241	.	+	0.0110718
chr1B	610000000	615000000	242	.	+	0.0117274
chr1B	615000000	620000000	243	.	+	0.0083054
chr1B	620000000	625000000	244	.	+	0.0139512
chr1B	625000000	630000000	245	.	+	0.0172468
chr1B	630000000	635000000	246	.	+	0.0141078
chr1B	635000000	640000000	247	.	+	0.0200176
chr1B	640000000	645000000	248	.	+	0.0233794
chr1B	645000000	650000000	249	.	+	0.0265932
chr1B	650000000	655000000	250	.	+	0.0211558
chr1B	655000000	660000000	251	.	+	0.0130342
chr1B	660000000	665000000	252	.	+	0.0154336
chr1B	665000000	670000000	253	.	+	0.0175124
chr1B	670000000	675000000	254	.	+	0.0269348
chr1B	675000000	680000000	255	.	+	0.0132498
chr1B	680000000	685000000	256	.	+	0.0124132
chr1B	685000000	690000000	257	.	+	0.0086182
chr1B	690000000	690537804	258	.	+	0.0043529
